id,closeness_to_holiday,B,Month,product_page_duration,BounceRates,info_page_duration,total_duration,device,num_of_admin_pages,num_of_product_pages,C,ExitRates,num_of_info_pages,D,user_type,Region,admin_page_duration,PageValues,A,Weekend,internet_browser,purchase
2387,0,105.3800194,May,3864.428571 minutes,0.006153846,0.0 minutes,3864.428571,2,0,65,log_100,0.023003663,0,,Returning_Visitor,2,0,2.7412,c_1,0,edge_99.0.1150.46,0
2389,0,95.90258918,May,2656.183333 minutes,0.000925926,0.0 minutes,,2,,66,log8080,0.009652076,0,,Returning_Visitor,1,200.5,2.208494444,c_1,0,chrome_80,0
2390,0,116.3703379,May,599.0 minutes,0.015,0.0 minutes,,2,4,19,log8080,0.035,0,,Returning_Visitor,1,85,0,c_2,0,chrome_90.1.7,0
2391,0,89.25338911,May,1212.0 minutes,0,0.0 minutes,,2,7,13,log202,0.0125,0,,Returning_Visitor,4,424.1666667,0,c_4,0,edge_99.0.1150.46,0
2392,0,99.61747304,May,127.0 minutes,0,0.0 minutes,127,2,0,3,log8080,0.066666667,,,Returning_Visitor,1,0,65.988,c_11,0,,1
2393,0.8,81.40904041,May,0.0 minutes,0.2,0.0 minutes,0,2,0,9,log8080,0.2,0,,Returning_Visitor,4,0,0,c_13,0,chrome_99.1.4,0
2395,0,88.56739591,May,599.3333332999999 minutes,0.008333333,16.0 minutes,680.5,1,3,23,log202,0.016666667,2,,Returning_Visitor,2,65.16666667,5.4945,c_11,1,browser_8_v10,1
2396,0,109.3609593,May,2215.8666670000002 minutes,0.001041667,0.0 minutes,2215.866667,4,0,48,log202,0.019583333,0,,Returning_Visitor,1,0,0,c_4,0,,0
2397,0,99.84842696,May,5284.765079 minutes,0,88.0 minutes,5592.765079,2,10,77,log202,0.015,2,,Returning_Visitor,3,220,7.668639535,,0,chrome_89,0
2398,1,98.28469221,May,433.13333330000006 minutes,0.023529412,0.0 minutes,,3,0,17,log404,0.051960784,0,,Returning_Visitor,4,0,0,c_4,1,chrome_98.0.1,0
2400,0,92.97856967,May,1621.152083 minutes,0.007692308,57.0 minutes,,3,8,63,log200,0.023447941,1,5.431530364,Returning_Visitor,5,462,0,c_1,0,chrome_89,0
2401,0,102.2590811,May,,0,0.0 minutes,454.5,3,0,13,log8080,0.016666667,0,,Returning_Visitor,4,0,0,c_13,0,chrome_80,0
2402,0.4,94.6247138,May,197.5 minutes,0.021428571,0.0 minutes,197.5,2,0,14,log200,0.042857143,0,,Returning_Visitor,1,0,0,c_1,0,chrome_99.1.3,0
2403,0.2,97.33957708,May,911.5 minutes,0.022988506,0.0 minutes,,2,2,29,log200,0.065517241,0,,Returning_Visitor,3,37,0,c_4,0,browser_7_v17,0
2404,,105.001317,May,196.5 minutes,0.044444444,0.0 minutes,,2,0,10,log404,0.066666667,0,,Returning_Visitor,1,0,0,c_3,0,chrome_99.1.3,0
2405,1,104.9055436,May,115.66666670000001 minutes,0,0.0 minutes,143.6666667,1,2,7,log8080,0.02,0,,New_Visitor,1,28,0,c_5,1,safari_13,0
2406,1,83.24111783,May,1019.293939 minutes,0.049481481,26.0 minutes,1163.993939,3,5,41,log400,0.05837037,1,,Returning_Visitor,7,118.7,0,c_3,1,chrome_89,0
2407,1,113.0708185,May,715.5 minutes,0.022641509,0.0 minutes,715.5,2,0,53,log200,0.036298293,0,,Returning_Visitor,7,0,0,c_3,1,chrome_99.1.3,0
2408,0.6,84.16796367,May,3147.584294 minutes,0.005547653,,,2,0,150,log202,0.006061121,0,,Returning_Visitor,5,0,0,c_6,0,chrome_99.1.4,0
2409,0,103.3397337,May,321.9583333 minutes,0,0.0 minutes,,3,0,11,log200,0.022222222,0,,Returning_Visitor,6,0,0,c_5,0,chrome_98.0.1,0
2410,0,90.45996543,May,169.5 minutes,0.009090909,,178.5,2,3,22,log200,0.031818182,0,,Returning_Visitor,4,9,0,c_3,0,edge_96.0.1054.72,0
2411,0.8,93.8546018,May,2104.3114 minutes,0.009615385,89.0 minutes,2283.0614,1,2,49,log404,0.01954189,1,,Returning_Visitor,4,89.75,8.979934615,c_2,0,safari_14.1,0
2412,0,108.326125,May,499.0 minutes,0,0.0 minutes,499,2,0,12,log_100,0.018181818,0,,New_Visitor,6,0,86.388,c_2,1,chrome_99.1.4,1
2413,0.8,114.2568094,May,120.0 minutes,0,0.0 minutes,120,2,0,9,log8080,0.044444444,0,,Returning_Visitor,9,0,0,c_2,0,edge_96.0.1054.72,0
2414,0.8,106.3949311,May,7009.095995999999 minutes,0,144.5 minutes,7435.345996,6,9,116,log200,0.011083789,2,,Returning_Visitor,2,281.75,4.947766276,c_3,0,chrome_89,0
2415,0,83.18698225,May,8704.372405 minutes,0.026260504,186.0 minutes,,3,10,105,log400,0.050212934,9,,Returning_Visitor,2,513.5535714,2.579064935,c_11,1,chrome_98.0.1,0
2416,0,104.928591,May,0.0 minutes,0.2,0.0 minutes,,1,1,1,log202,0.2,0,,Returning_Visitor,1,0,0,c_2,1,safari_15.4,0
2417,0.2,95.42184612,May,2058.25 minutes,0.021138211,0.0 minutes,2058.25,2,0,42,log200,0.051219512,0,,Returning_Visitor,7,0,0,c_1,0,browser_10_v17,0
2418,0.4,98.87618359,May,0.0 minutes,0.2,0.0 minutes,0,2,0,1,log400,0.2,0,,Returning_Visitor,1,0,0,c_3,0,,0
2419,0,103.4963199,May,580.5 minutes,0.010526316,0.0 minutes,649.5,2,4,19,log8080,0.049122807,1,,Returning_Visitor,1,69,22.32934737,c_3,1,chrome_99.1.4,1
2420,0,99.34543643,May,0.0 minutes,0.2,0.0 minutes,0,3,0,1,log202,0.2,0,,Returning_Visitor,3,0,0,c_15,1,chrome_89,0
2421,0,99.72851942,May,1701.857143 minutes,0.0032,0.0 minutes,1833.607143,1,3,52,log202,0.01918951,0,,Returning_Visitor,5,131.75,0,c_1,0,safari_13,0
2422,0.8,99.84747693,May,312.7 minutes,0.01,0.0 minutes,328.2,4,4,15,log404,0.045,0,,Returning_Visitor,3,15.5,0,c_2,0,safari_15.4,0
2423,0,95.82411541,May,0.0 minutes,0.2,0.0 minutes,,2,0,2,log_100,0.2,0,,Returning_Visitor,2,0,0,c_3,0,chrome_99.1.3,0
2424,0.2,101.5179948,May,495.0 minutes,0.022222222,0.0 minutes,499,3,1,9,log400,0.044444444,0,,Returning_Visitor,2,4,0,c_19,0,chrome_98.0.1,0
2425,0.4,107.0120394,May,202.0 minutes,0.033333333,,202,2,0,6,log202,0.05,0,,Returning_Visitor,6,0,0,c_4,0,chrome_98.0.1,0
2426,0,95.75621062,May,908.3333332999998 minutes,0,0.0 minutes,912.8333333,2,1,39,log200,0.0125,0,,Returning_Visitor,3,4.5,33.6501,c_2,0,chrome_99.1.3,0
2427,0,87.32448597,May,480.5 minutes,0.033333333,0.0 minutes,,2,0,30,log202,0.073333333,0,,Returning_Visitor,7,0,0,c_6,0,chrome_99.1.3,0
2428,0,108.4463553,May,3473.857143 minutes,0.005714286,404.5833333 minutes,,2,11,58,log_100,0.016111111,3,,Returning_Visitor,2,143.8333333,2.568454762,c_3,0,chrome_99.1.3,0
2429,0,110.2300338,May,,0,0.0 minutes,277,2,,5,log400,0.04,0,,Returning_Visitor,6,0,0,c_13,0,chrome_98.0.1,0
2431,,106.0683203,May,,0.02,0.0 minutes,,2,0,,log200,0.1,0,,Returning_Visitor,1,0,0,c_4,0,chrome_98.0.1,0
2432,0.8,94.63205384,May,59.0 minutes,0,0.0 minutes,59,2,0,,log202,0.075,0,,Returning_Visitor,6,0,0,c_13,0,chrome_98.0.1,0
2433,0,110.5813551,May,0.0 minutes,0.2,0.0 minutes,0,2,0,1,log8080,0.2,0,,New_Visitor,4,0,0,c_3,0,chrome_99.1.3,0
2434,0,88.82989843,May,273.0 minutes,0.035294118,0.0 minutes,276,3,1,19,log_100,0.070588235,0,,Returning_Visitor,1,3,0,,0,chrome_99.1.4,0
2435,0.8,108.1348843,May,0.0 minutes,0.2,0.0 minutes,0,3,0,10,log8080,0.2,,,Returning_Visitor,2,0,0,c_13,0,chrome_99.1.4,0
2436,0,105.5332731,May,360.0 minutes,0,0.0 minutes,,2,0,16,log8080,0.01875,0,,Returning_Visitor,2,0,0,c_1,0,chrome_98.0.1,0
2437,0,99.58274578,May,40.0 minutes,0,0.0 minutes,40,3,0,2,log202,0.1,0,,Returning_Visitor,3,0,0,c_4,0,chrome_99.1.3,0
2438,0.6,104.1207759,May,0.0 minutes,0.066666667,28.0 minutes,28,2,0,1,log404,0.133333333,2,,Returning_Visitor,8,0,0,c_3,0,chrome_80,0
2439,0,105.8655071,May,1547.5 minutes,0,0.0 minutes,,4,0,27,log400,0.007407407,0,,Returning_Visitor,2,0,0,c_2,0,chrome_99.1.4,0
2440,0,97.685168,May,1127.25 minutes,0.002666667,0.0 minutes,1164.25,2,2,25,log8080,0.028,0,,Returning_Visitor,3,37,18.56148,c_4,0,browser_5_v16,0
2441,0.4,107.4449576,May,996.0833332999998 minutes,0.002777778,52.0 minutes,1229.25,2,8,29,log400,0.035515873,3,,Returning_Visitor,1,181.1666667,6.310740741,c_4,0,chrome_89,0
2442,0.4,98.41207384,May,227.7 minutes,0.027777778,0.0 minutes,227.7,1,0,13,log400,0.038888889,0,,Returning_Visitor,3,,0,c_2,0,,0
2443,0,108.4729648,May,579.3333332999999 minutes,0,0.0 minutes,,1,3,,log404,0.022222222,0,,New_Visitor,2,45,0,c_5,0,safari_14,0
2444,0,105.7178278,May,237.0 minutes,0,0.0 minutes,270,4,2,12,log200,0.014285714,0,,Returning_Visitor,9,33,0,c_3,0,chrome_98.0.1,0
2445,0.6,116.830868,May,678.5 minutes,0,,,3,3,14,log202,0.010526316,,,New_Visitor,3,54.5,0,c_2,0,chrome_90.1.7,0
2446,0,97.30413321,May,3098.033333 minutes,0,0.0 minutes,,2,2,29,log_100,0.025806452,0,,Returning_Visitor,5,1687.5,0,c_3,0,edge_96.0.1054.75,0
2447,1,94.38450328,May,81.0 minutes,0.08,0.0 minutes,81,1,0,6,log400,0.133333333,0,,Returning_Visitor,2,0,0,c_4,1,safari_15.2,0
2448,0,89.86564125,May,285.1666667 minutes,0,0.0 minutes,,1,0,12,log200,0.002597403,0,,Returning_Visitor,5,0,0,c_4,0,safari_15.4,0
2449,0,103.3174398,May,340.2 minutes,0.066666667,0.0 minutes,340.2,1,0,1,log400,0.075,0,,Returning_Visitor,3,0,0,c_2,1,safari_13.1,0
2450,0,101.7967806,May,231.0 minutes,0.12,0.0 minutes,231,3,0,10,log8080,0.14,0,,Returning_Visitor,2,0,0,c_13,0,chrome_99.1.3,0
2452,0.6,108.2171244,May,2008.8333329999998 minutes,0,0.0 minutes,,4,2,21,log404,0.022857143,0,,Returning_Visitor,1,20,0,c_2,0,safari_15.4,0
2453,1,100.3122436,May,1065.9 minutes,0.016666667,0.0 minutes,1065.9,1,0,,log200,0.04021164,0,,Returning_Visitor,1,0,0,c_6,1,safari_15.2,0
2454,0,97.40551006,May,619.0 minutes,0,,,,4,6,log200,0.025,0,,Returning_Visitor,2,431,0,c_11,0,browser_8_v8,0
2455,0,106.3081573,May,584.1333333 minutes,0,0.0 minutes,,2,0,21,log200,0.007142857,0,,Returning_Visitor,4,0,0,c_4,1,chrome_89,0
2458,0.6,106.7531432,May,293.5 minutes,0.05,,293.5,3,,12,log404,0.075,0,,Returning_Visitor,1,0,0,c_13,0,chrome_99.1.4,0
2459,0,97.57183947,May,229.66666669999998 minutes,0.033333333,0.0 minutes,,1,3,9,log202,0.041666667,0,,Returning_Visitor,3,58.33333333,0,c_1,1,browser_8_v8,0
2460,0.2,94.57354927,May,155.83333330000002 minutes,0,0.0 minutes,187.8333333,,2,11,log400,0.034615385,0,,Returning_Visitor,3,32,0,c_4,0,chrome_98.0.1,0
2461,0,88.57693863,May,1688.058761 minutes,0.004347826,0.0 minutes,,2,1,92,log8080,0.016494134,0,,Returning_Visitor,1,,0,c_6,1,chrome_99.1.3,0
2462,0.4,103.0657645,May,234.0 minutes,0.022222222,0.0 minutes,,2,0,,log202,0.088888889,0,,Returning_Visitor,1,0,0,c_4,0,browser_5_v11,0
2463,0,124.5204601,May,197.2 minutes,0.030769231,0.0 minutes,197.2,2,0,13,log202,0.038461538,0,,Returning_Visitor,7,0,0,c_3,0,chrome_99.1.4,0
2465,0,99.43139336,May,866.5 minutes,0,0.0 minutes,,2,5,16,log_100,0.011764706,0,,Returning_Visitor,1,52,0,c_2,0,chrome_89,0
2466,0,103.1972957,May,,0,499.0 minutes,,2,0,,log8080,0.015384615,2,,New_Visitor,2,0,71.488,c_2,0,browser_5_v7,1
2467,0.6,93.12957005,May,30.0 minutes,0.04,0.0 minutes,57,3,1,4,log8080,0.08,0,,New_Visitor,2,27,0,c_11,0,chrome_90.1.7,0
2468,0,106.7852575,May,1681.5238100000001 minutes,0,0.0 minutes,1774.02381,2,7,48,log400,0.016993464,0,,Returning_Visitor,2,92.5,53.988,c_2,0,chrome_98.0.1,0
2469,0.6,114.6536679,May,,0,0.0 minutes,,1,5,61,log200,0.003389831,0,,Returning_Visitor,1,70,0,c_3,0,browser_8_v13,0
2470,0.6,97.56186823,May,231.5 minutes,0.036363636,0.0 minutes,,2,,22,log200,0.072727273,,,Returning_Visitor,4,0,0,c_3,0,chrome_99.1.4,0
2471,0.6,101.7289843,May,194.33333330000002 minutes,0,346.1666667 minutes,,2,3,9,log400,0.002857143,2,,Returning_Visitor,1,49.33333333,0,c_2,0,chrome_80,0
2472,,111.4780724,May,1564.1619050000002 minutes,0.018333333,108.0 minutes,2099.161905,3,5,36,log404,0.024900794,2,,Returning_Visitor,1,427,0,c_2,0,browser_3_v19,0
2473,0,105.5487007,May,854.2863248 minutes,0.01875,58.0 minutes,1574.822039,3,14,41,log400,0.021194084,2,,Returning_Visitor,4,662.5357143,10.17225,c_4,1,chrome_99.1.4,1
2474,0.6,96.09712695,May,124.5 minutes,0.05,0.0 minutes,,2,0,4,log404,0.07,0,,Returning_Visitor,6,0,0,c_3,0,chrome_89,0
2475,0.4,112.7984951,May,,0,0.0 minutes,1021.75,2,0,34,log404,0.021354167,0,,Returning_Visitor,3,0,0,c_3,0,chrome_90.1.7,0
2476,0,85.19809845,May,2660.15 minutes,0,66.0 minutes,,1,5,77,log8080,0.008227848,1,,Returning_Visitor,3,626,41.92518987,c_2,0,safari_13.1,0
2478,0,98.986463,May,34.0 minutes,0,125.0 minutes,,3,2,1,log_100,0.00952381,5,,Returning_Visitor,1,109,0,c_4,0,chrome_99.1.3,0
2479,0.6,113.4332719,May,17.0 minutes,0.1,0.0 minutes,,,0,2,log8080,0.15,0,,Returning_Visitor,5,0,0,c_2,0,safari_14,0
2480,0,118.8916155,May,1135.166667 minutes,0.007407407,0.0 minutes,,1,0,36,log_100,0.040277778,0,,Returning_Visitor,1,0,0,c_4,1,safari_13.1,0
2481,0,121.5121053,May,298.2333333 minutes,0,0.0 minutes,389.2333333,1,3,13,log8080,0.04,,,Returning_Visitor,1,91,0,c_6,0,safari_15.2,0
2482,0,114.6491842,May,554.5 minutes,0,0.0 minutes,554.5,2,0,12,log404,0.018181818,0,,New_Visitor,5,0,49.62545455,c_2,0,edge_96.0.1054.72,1
2485,0,113.6138185,May,96.33333333 minutes,0,0.0 minutes,96.33333333,1,0,4,log404,0.05,0,,Returning_Visitor,1,0,0,c_2,1,safari_15.4,0
2486,0,91.71261189,May,2755.336111 minutes,0.0028125,10.66666667 minutes,,4,9,75,log200,0.012821256,1,,Returning_Visitor,6,128.5714286,8.569134167,,1,chrome_99.1.4,0
2488,0,103.0520153,May,44.0 minutes,0,0.0 minutes,44,2,0,4,log200,0.05,0,,New_Visitor,3,0,0,c_2,1,edge_96.0.1054.75,0
2489,0,90.9602765,May,964.0476189999999 minutes,0,64.0 minutes,1258.380952,3,5,33,log200,0.022857143,2,,Returning_Visitor,7,230.3333333,0,c_6,0,chrome_89,0
2490,0,78.85139514,May,650.6666667000001 minutes,0.026086957,0.0 minutes,740.6666667,2,,22,log202,0.045217391,0,,Returning_Visitor,4,90,0,c_1,0,chrome_99.1.4,0
2491,0,102.6755631,May,256.6666667 minutes,0.027272727,0.0 minutes,502,1,7,5,log200,0.051818182,0,,Returning_Visitor,3,245.3333333,0,c_3,0,safari_13.1,0
2492,0.4,91.31330173,May,28.0 minutes,0.12,0.0 minutes,28,3,0,5,log8080,0.16,0,,Returning_Visitor,4,0,0,c_3,0,chrome_90.1.7,0
2493,0.2,114.3402731,May,1516.966667 minutes,0,0.0 minutes,,1,0,,log200,0.024242424,0,,Returning_Visitor,8,0,0,c_1,0,safari_14.1,0
2495,0,91.63672619,May,462.0 minutes,0.0125,0.0 minutes,462,1,0,16,log404,0.05,0,,Returning_Visitor,1,0,0,c_6,0,safari_13,0
2496,0,93.48972781,May,63.0 minutes,0,0.0 minutes,,2,0,6,log_100,0.033333333,0,,Returning_Visitor,4,0,0,c_4,0,chrome_90.1.7,0
2497,0,101.210348,May,630.5 minutes,0,39.0 minutes,,3,1,16,log400,0.00625,1,,Returning_Visitor,1,337,28.794,c_11,1,,1
2498,0,94.86239092,May,42.0 minutes,0.04,0.0 minutes,42,2,,5,log200,0.08,0,,Returning_Visitor,2,0,0,c_13,0,chrome_98.0.1,0
2499,0.4,94.85009904,May,688.6666667000001 minutes,0.042105263,,688.6666667,2,0,19,log400,0.052631579,0,,Returning_Visitor,6,0,0,c_4,0,chrome_99.1.3,0
2500,1,94.6386619,May,181.0 minutes,0,0.0 minutes,181,1,0,8,log_100,0.00625,0,,Returning_Visitor,3,0,0,c_2,1,safari_15.2,0
2502,,100.616536,May,61.33333333 minutes,0.014285714,0.0 minutes,61.33333333,1,0,7,log200,0.068571429,0,,Returning_Visitor,1,0,0,c_2,1,chrome_80,0
2503,0,102.1735128,May,2961.4833329999997 minutes,0.007058824,0.0 minutes,3066.983333,2,6,81,log400,0.026666667,0,,Returning_Visitor,5,105.5,0,c_4,0,chrome_98.0.1,0
2504,0.2,88.00673271,May,406.0 minutes,0.030434783,0.0 minutes,406,2,0,23,log400,0.05942029,0,,Returning_Visitor,1,0,0,c_13,0,chrome_90.1.7,0
2506,0.6,95.27737984,May,128.0 minutes,0.028571429,0.0 minutes,,3,0,7,log200,0.057142857,0,,Returning_Visitor,1,,0,c_3,0,chrome_99.1.4,0
2507,0,109.2336745,May,500.7880952 minutes,0,0.0 minutes,,1,5,19,log202,0.017105263,0,,Returning_Visitor,1,243,0,c_4,0,safari_15.4,0
2508,0,95.68265098,May,375.75 minutes,0.053968254,0.0 minutes,,3,1,22,log200,0.056349206,0,,Returning_Visitor,4,9,0,c_6,0,chrome_89,0
2509,0,101.8775422,May,534.9166667 minutes,0,0.0 minutes,,2,0,16,log202,0.02125,0,,Returning_Visitor,7,0,0,c_3,0,chrome_99.1.3,0
2512,0,105.963705,May,869.1 minutes,0.008510638,0.0 minutes,,,2,48,log200,0.014967916,0,,Returning_Visitor,4,,3.060765957,c_3,0,browser_10_v14,0
2513,0,81.23294544,May,0.0 minutes,0.2,0.0 minutes,,1,1,0,log200,0.2,0,,Returning_Visitor,1,0,0,c_2,0,safari_13,0
2514,0,95.55273007,May,1494.5 minutes,0.009090909,0.0 minutes,,2,2,21,log404,0.004545455,0,,Returning_Visitor,7,40,0,c_2,0,chrome_89,0
2515,1,83.48504511,May,510.0 minutes,0,0.0 minutes,522,1,2,13,log_100,0.035714286,,,Returning_Visitor,2,12,0,c_3,1,safari_14,0
2516,0,89.11413097,May,699.25 minutes,0.023809524,52.0 minutes,751.25,1,0,12,log404,0.028571429,2,,Returning_Visitor,3,0,0,c_3,0,safari_14,0
2517,0,107.7079537,May,331.3333333 minutes,0.053333333,0.0 minutes,331.3333333,2,0,5,log200,0.096,0,,Returning_Visitor,3,0,0,c_4,0,browser_10_v8,0
2518,0,100.040648,May,0.0 minutes,0.2,,,3,0,2,log404,0.2,,,Returning_Visitor,4,0,0,,0,chrome_98.0.1,0
2519,0.2,75.61035403,May,321.0 minutes,0,0.0 minutes,321,2,0,8,log200,0.05,0,,Returning_Visitor,3,0,0,c_4,0,chrome_99.1.4,0
2520,0,91.2904101,May,0.0 minutes,0.2,0.0 minutes,0,3,0,1,log8080,0.2,0,,Returning_Visitor,3,0,0,c_3,0,,0
2521,0.6,105.6813666,May,,0.115384615,0.0 minutes,88,3,0,13,log_100,0.125641026,,,Returning_Visitor,1,0,0,c_3,0,chrome_80,0
2522,0.8,118.6699485,May,1563.930952 minutes,0.006578947,115.0 minutes,,3,2,71,log202,0.017192982,5,,Returning_Visitor,1,58,0,c_4,0,chrome_89,0
2523,0,97.74306535,May,55.0 minutes,0.044444444,0.0 minutes,,3,0,3,log8080,0.111111111,0,,Returning_Visitor,1,0,0,c_3,0,browser_5_v19,0
2524,0.8,92.60753051,May,419.25 minutes,0.006818182,0.0 minutes,499,2,11,31,log404,0.026893939,0,,Returning_Visitor,1,79.75,0,c_3,0,chrome_80,0
2528,0,101.8777216,May,0.0 minutes,0.2,0.0 minutes,0,1,0,1,log202,0.2,0,,New_Visitor,3,0,0,c_3,0,safari_13,0
2529,0,106.1458996,May,1462.659125 minutes,0.004651163,3.0 minutes,,2,1,42,log202,0.019047619,1,,Returning_Visitor,6,47.16666667,7.734903101,c_4,0,chrome_89,1
2530,0,99.94819084,May,404.61904760000004 minutes,0,31.0 minutes,550.6190476,1,2,23,log404,0.026,2,,Returning_Visitor,2,115,0,c_2,0,safari_15.4,0
2532,0,78.01983913,May,960.7333332999999 minutes,0.015789474,0.0 minutes,960.7333333,2,0,19,log200,0.051754386,0,,Returning_Visitor,4,0,0,c_6,1,chrome_99.1.3,0
2533,0.4,109.906256,May,0.0 minutes,0.2,0.0 minutes,,1,0,1,log202,0.2,0,,Returning_Visitor,1,0,0,c_3,0,safari_14,0
2535,0.4,115.3618575,May,4415.333333 minutes,0.009950249,0.0 minutes,4486.633333,2,4,66,log_100,0.02453119,0,,Returning_Visitor,6,,0,c_11,0,chrome_99.1.3,0
2538,0,97.91994274,May,1088.05 minutes,0.011320755,80.0 minutes,1918.8,1,10,49,log404,0.021069182,3,,Returning_Visitor,3,750.75,0,c_3,0,safari_14.1,0
2539,0,106.0149633,May,1688.7261899999999 minutes,0,62.0 minutes,1872.392857,2,8,30,log202,0.011764706,2,,Returning_Visitor,3,121.6666667,15.08488235,c_2,0,chrome_98.0.1,1
2541,0.8,99.54095933,May,998.9545455 minutes,0.0076,0.0 minutes,998.9545455,2,0,50,log200,0.025933333,0,,Returning_Visitor,3,,0,c_2,0,chrome_90.1.7,0
2542,0,104.237742,May,1654.722222 minutes,0.028571429,106.0 minutes,2003.722222,4,5,22,log8080,0.028214286,3,,Returning_Visitor,1,243,31.178125,c_1,0,chrome_80,0
2543,0,104.343022,May,281.5 minutes,0.016666667,0.0 minutes,,2,0,12,log404,0.020833333,0,,Returning_Visitor,7,0,0,c_4,1,edge_98.0.1108.84,0
2544,0,102.557091,May,1501.0 minutes,0.093333333,0.0 minutes,1501,3,0,14,log202,0.126666667,0,,Returning_Visitor,4,0,0,c_4,0,chrome_99.1.3,0
2546,0,111.3026793,May,109.0 minutes,0,0.0 minutes,,3,0,3,log400,0.033333333,0,,Returning_Visitor,4,0,0,c_4,1,chrome_99.1.3,0
2547,0.2,88.22231387,May,483.58333330000005 minutes,0.021052632,0.0 minutes,,1,0,19,log400,0.025789474,0,,Returning_Visitor,4,0,0,c_3,0,safari_14.1,0
2548,0.4,98.76096137,May,586.3333332999999 minutes,0.010526316,0.0 minutes,,2,0,38,log400,0.037593985,0,,Returning_Visitor,3,0,0,c_13,0,chrome_90.1.7,0
2549,0.8,92.87146306,May,0.0 minutes,0.2,0.0 minutes,0,2,0,1,log400,0.2,0,,Returning_Visitor,1,0,0,c_1,0,chrome_89,0
2550,0.2,106.1439011,May,2213.0 minutes,0.004545455,0.0 minutes,,2,0,41,log400,0.031060606,0,,Returning_Visitor,5,0,0,c_4,0,chrome_99.1.4,0
2551,0,118.7459369,May,50.5 minutes,0.057142857,0.0 minutes,50.5,3,0,7,log_100,0.1,0,,Returning_Visitor,1,,0,c_3,1,chrome_89,0
2552,0,104.5460979,May,178.0 minutes,0.019607843,10.0 minutes,188,2,0,15,log400,0.043137255,2,,Returning_Visitor,1,0,0,c_4,0,chrome_89,0
2554,0,92.95349349,May,,0.2,0.0 minutes,,2,0,,log8080,0.2,0,,Returning_Visitor,4,0,0,c_1,0,chrome_99.1.4,0
2555,0,103.0013099,May,892.9166667000002 minutes,0.005714286,,979,2,6,32,log200,0.011428571,0,,New_Visitor,1,86.08333333,0,c_5,1,chrome_98.0.1,0
2556,,95.9275204,May,173.0 minutes,0,0.0 minutes,173,1,0,12,log202,0.016666667,0,,Returning_Visitor,6,0,0,c_1,0,safari_15,0
2558,0,95.19476819,May,633.9857142999999 minutes,0.004166667,0.0 minutes,,3,4,22,log200,0.021296296,0,,Returning_Visitor,4,126,0,c_2,0,chrome_80,0
2559,0.4,103.7558269,May,,0.032894737,0.0 minutes,2155.966667,3,5,36,log400,0.044423559,0,,Returning_Visitor,1,318,0,c_11,0,chrome_99.1.3,0
2560,0,124.9572009,May,8038.325301999999 minutes,0.007332941,154.0 minutes,,2,9,154,log404,0.027963219,4,,Returning_Visitor,1,331.1666667,0,c_5,0,,0
2561,0,107.3293711,May,706.9837662 minutes,0.005714286,724.0 minutes,1600.483766,1,9,31,log_100,0.023761905,2,,Returning_Visitor,1,169.5,0,c_1,0,safari_15.4,0
2562,0,101.0135244,May,0.0 minutes,0.2,0.0 minutes,0,2,,1,log404,0.2,0,,Returning_Visitor,1,0,0,c_13,0,chrome_90.1.7,0
2563,0.4,111.0782115,May,352.0 minutes,0,0.0 minutes,,2,0,4,log202,0.05,,,Returning_Visitor,3,0,0,c_1,0,chrome_80,0
2565,0.8,85.84336313,May,501.5 minutes,0.06,0.0 minutes,595.5,3,2,9,log_100,0.106666667,0,,Returning_Visitor,8,94,0,c_13,0,chrome_99.1.3,0
2566,0,105.5951613,May,497.66666669999995 minutes,0.007692308,16.0 minutes,872.6666667,2,8,19,log202,0.023076923,1,,Returning_Visitor,7,359,0,c_1,0,edge_99.0.1150.46,0
2567,,89.69758262,May,406.0 minutes,0.064285714,0.0 minutes,406,3,0,27,log8080,0.079166667,0,,Returning_Visitor,1,0,0,c_3,0,,0
2568,0,109.626517,May,4115.978571 minutes,0.001470588,30.0 minutes,,2,7,129,log202,0.011288515,2,,Returning_Visitor,1,135.5,2.273598775,c_2,1,chrome_98.0.1,0
2569,0,99.50484302,May,2.333333333 minutes,0.15,0.0 minutes,2.333333333,2,0,4,log200,0.1625,0,,Returning_Visitor,4,0,0,c_13,0,chrome_80,0
2571,0,104.0763978,May,869.0 minutes,0,0.0 minutes,869,2,0,9,log8080,0.022222222,0,,Returning_Visitor,1,0,0,c_4,0,,0
2572,0,81.38399157,May,403.0 minutes,0.05,0.0 minutes,403,1,0,4,log202,0.1,0,,Returning_Visitor,1,0,0,c_15,1,safari_13,0
2574,0,114.5006193,May,865.0 minutes,0.026666667,0.0 minutes,865,2,0,15,log200,0.04,0,,Returning_Visitor,1,,57.584,,0,chrome_98.0.1,0
2575,0,77.59303659,May,220.33333330000002 minutes,0,0.0 minutes,,2,1,13,log404,0.002197802,0,,Returning_Visitor,8,13,0,c_16,0,,0
2576,0,100.1528026,May,222.0 minutes,0.133333333,0.0 minutes,222,1,0,3,log200,0.133333333,0,,Returning_Visitor,3,0,0,c_3,0,safari_14,0
2577,0,103.5319752,May,657.1666667000001 minutes,0,0.0 minutes,,2,4,16,log8080,0.025,0,,Returning_Visitor,2,21,0,c_11,0,,0
2579,0,91.84055448,May,1517.9 minutes,0,32.0 minutes,,2,3,26,log404,0.007142857,1,,New_Visitor,7,189,34.34857143,c_1,0,chrome_98.0.1,1
